"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","請跳轉至<a href=""%1""> 緩存管理</a>並刷新緩存類型。",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.",我們未能同步一個或多個媒體文件。請參閱日誌文件中的詳細信息。 ,module,Magento_AdminNotification
"Synchronization of media storages has been completed.",媒體庫同步已完成。 ,module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","您的web 服務器的設置不正確，並允許對敏感文件的未經授權訪問。'' 請聯繫您的託管服務提供商。",module,Magento_AdminNotification
"System Messages:",系統消息:,module,Magento_AdminNotification
"Critical System Messages",關鍵系統消息,module,Magento_AdminNotification
"Major System Messages",主要係統消息,module,Magento_AdminNotification
"System messages",系統消息,module,Magento_AdminNotification
Close,關閉,module,Magento_AdminNotification
"See All (","查看所有 (",module,Magento_AdminNotification
"Please correct the data sent.",請更正發送的數據。 ,module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","實體型模式必須是一個實例 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","實體模類型型必須是實例\Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module ,Magento_AdvancedPricingImportExport
"There are no product types available for export",沒有可以導出的產品類型,module,Magento_AdvancedPricingImportExport
"We can't find the role for the user you wanted.","出了錯，同時編制允許的資源列表。 “”你可以找到更多的例外日誌。",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.",編譯允許資源列表時出錯。可以從異常日誌查找更多可用信息。 ,module,Magento_Authorization
"You created the order.",您已創建的訂單。 ,module,Magento_Authorizenet
"Order saving error: %1","訂單保存錯誤: %1",module,Magento_Authorizenet
"Please choose a payment method.",請選擇支付方式,module,Magento_Authorizenet
"We can't process your order right now. Please try again later.",商戶郵件,module,Magento_Authorizenet
"Credit Card: xxxx-%1",信用卡：xxxx-%1,module,Magento_Authorizenet
"amount %1","金額 %1",module,Magento_Authorizenet
failed.,失敗。 ,module,Magento_Authorizenet
successful.,成功。 ,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net 交易記錄 ID %1。",module,Magento_Authorizenet
authorize,授權,module,Magento_Authorizenet
"authorize and capture",授權和獲取,module,Magento_Authorizenet
capture,獲取,module,Magento_Authorizenet
refund,退款,module,Magento_Authorizenet
void,無效,module,Magento_Authorizenet
"Gateway error: %1","網關錯誤: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.",支付網關出錯。 ,module,Magento_Authorizenet
"Invalid amount for capture.",獲取的金額無效。 ,module,Magento_Authorizenet
"Payment capturing error.",付款時出錯。 ,module,Magento_Authorizenet
"Invalid transaction ID.",無效交易id。 ,module,Magento_Authorizenet
"Payment voiding error.",付款無效時出錯。 ,module,Magento_Authorizenet
"Invalid amount for refund.",退款金額無效。 ,module,Magento_Authorizenet
"Payment refunding error.",退款出錯。 ,module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.",該交易被拒絕，因為響應hash驗證失敗。 ,module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.",這筆款項並不奏效，因為我們找不到此命令。 ,module,Magento_Authorizenet
"There was a payment authorization error.",出現了一個付款授權錯誤。 ,module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.",請輸入要授權這筆付款的交易ID。 ,module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","什麼地方出毛病: 已付的金額不匹配的訂單額。請更正此錯誤，然後重試。" ,module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","交易%1 已被批准。金額為%2。交易記錄的狀態是""%3""",module ,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","交易%1 已作廢或拒絕。交易記錄的狀態是""%2""。金額為% 3。",module,Magento_Authorizenet
"Authorize Only",僅供授權,module,Magento_Authorizenet
"Authorize and Capture",授權和獲取,module,Magento_Authorizenet
"Unable to get transaction details. Try again later.",無法獲取交易記錄詳細信息。稍後再試。 ,module,Magento_Authorizenet
"Credit Card Type",信用卡類型,module,Magento_Authorizenet
"Credit Card Number",信用卡卡號,module,Magento_Authorizenet
"Expiration Date",過期日期,module,Magento_Authorizenet
"Card Verification Number",信用卡驗證號碼,module,Magento_Authorizenet
"FDS Filter Action","欺詐檢測服務FDS 篩選器操作",module,Magento_Authorizenet
"AVS Response","地址驗證服務AVS 響應",module,Magento_Authorizenet
"Card Code Response",卡碼響應,module,Magento_Authorizenet
"CAVV Response","信用卡驗證碼CAVV 響應",module,Magento_Authorizenet
"Fraud Filters",欺詐行為過濾器,module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.",無效的表單密鑰。請刷新此頁面。 ,module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.",您輸入了無效的密鑰。請刷新此頁面。 ,module,Magento_Backend
"Cache Storage Management",緩存存儲管理,module,Magento_Backend
"Flush Magento Cache","刷新 Magento 緩存",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?",緩存儲存可能包含其他數據。你確定要刷新它?,module,Magento_Backend
"Flush Cache Storage",刷新緩存存儲,module,Magento_Backend
Invalidated,無效,module,Magento_Backend
Orders,訂單,module,Magento_Backend
Amounts,金額,module,Magento_Backend
Bestsellers,暢銷品,module,Magento_Backend
"Most Viewed Products",查看最多的產品,module,Magento_Backend
"New Customers",新客戶,module,Magento_Backend
Customers,客戶,module,Magento_Backend
Customer,客戶,module,Magento_Backend
Guest,訪客,module,Magento_Backend
Items,商品,module,Magento_Backend
Total,總額,module,Magento_Backend
"Lifetime Sales",銷售總額,module,Magento_Backend
"Average Order",平均訂單,module,Magento_Backend
Average,平均,module,Magento_Backend
Product,產品,module,Magento_Backend
Price,價格,module,Magento_Backend
Quantity,數量,module,Magento_Backend
Views,視圖,module,Magento_Backend
Revenue,收入,module,Magento_Backend
Tax,稅,module,Magento_Backend
Shipping,運費,module,Magento_Backend
"Images (.gif, .jpg, .png)","圖像 （.gif、.jpg、.png）",module,Magento_Backend
"Media (.avi, .flv, .swf)","媒體 (.avi、.flv，.swf)",module,Magento_Backend
"All Files",所有文件,module,Magento_Backend
"Reset to Default",重置為默認值,module,Magento_Backend
"All Store Views",所有商店視圖,module,Magento_Backend
"What is this?",這是什麼？ ,module,Magento_Backend
"Save Account",保存帳戶信息,module,Magento_Backend
"My Account",我的賬戶,module,Magento_Backend
"Account Information",賬戶信息,module,Magento_Backend
"User Name",用戶名稱,module,Magento_Backend
"First Name",名字,module,Magento_Backend
"Last Name",姓氏,module,Magento_Backend
Email,電子郵件,module,Magento_Backend
"User Email",用戶電子郵件,module,Magento_Backend
"New Password",新密碼,module,Magento_Backend
"Password Confirmation",密碼確認,module,Magento_Backend
"Interface Locale",用戶界面本地化,module,Magento_Backend
"Current User Identity Verification",當前的用戶身份驗證,module,Magento_Backend
"Your Password",您的密碼,module,Magento_Backend
"Save Cache Settings",保存緩存設置。 ,module,Magento_Backend
"Catalog Rewrites",目錄編輯,module,Magento_Backend
Refresh,刷新,module,Magento_Backend
"Images Cache",圖片緩存,module,Magento_Backend
Clear,清空,module,Magento_Backend
"Search Index",搜索索引,module,Magento_Backend
Rebuild,重建,module,Magento_Backend
"Inventory Stock Status",庫存狀態。 ,module,Magento_Backend
"Rebuild Catalog Index",重建目錄索引,module,Magento_Backend
"Rebuild Flat Catalog Category",重建平面目錄類別,module,Magento_Backend
"Rebuild Flat Catalog Product",重建平面目錄產品,module,Magento_Backend
"Cache Control",緩存控制,module,Magento_Backend
"All Cache",所有緩存,module,Magento_Backend
"No change",沒有變化,module,Magento_Backend
Disable,禁用,module,Magento_Backend
Enable,啟用,module,Magento_Backend
"Add Design Change",添加設計更改,module,Magento_Backend
Back,後退,module,Magento_Backend
Delete,刪除,module,Magento_Backend
"Are you sure?",您確定嗎？ ,module,Magento_Backend
Save,保存,module,Magento_Backend
"Edit Design Change",編輯設計更改,module,Magento_Backend
"New Store Design Change",新店設計更改,module,Magento_Backend
"General Settings",一般設置,module,Magento_Backend
Store,商店,module,Magento_Backend
"-- Please Select --","-- 請選擇 --",module,Magento_Backend
"Custom Design",自定義設計,module,Magento_Backend
"Date From",始於,module,Magento_Backend
"Date To",終於,module,Magento_Backend
"Design Change",設計更改,module,Magento_Backend
General,通用,module,Magento_Backend
Cancel,取消,module,Magento_Backend
"Delete %1 '%2'","刪除 %1 '%2'",module,Magento_Backend
"Delete %1","刪除 %1",module,Magento_Backend
"Block Information",塊信息,module,Magento_Backend
"Backup Options",備份選項,module,Magento_Backend
"Create DB Backup",創建數據庫備份,module,Magento_Backend
Yes,是,module,Magento_Backend
No,否,module,Magento_Backend
"Delete Store",刪除店鋪,module,Magento_Backend
"Delete Web Site",刪除網站,module,Magento_Backend
"Save Web Site","保存 Web 站點",module,Magento_Backend
"Save Store",保存店鋪,module,Magento_Backend
"Save Store View",保存店鋪視圖,module,Magento_Backend
"Delete Store View",刪除店鋪視圖,module,Magento_Backend
"Edit Web Site",編輯網站,module,Magento_Backend
"New Web Site","新的 Web 站點",module,Magento_Backend
"Edit Store",編輯店鋪,module,Magento_Backend
"New Store",新店鋪,module,Magento_Backend
"Edit Store View",編輯店鋪視圖,module,Magento_Backend
"New Store View",新的店鋪視圖,module,Magento_Backend
"Store Information",店鋪信息,module,Magento_Backend
"Web Site",網站,module,Magento_Backend
Name,名字,module,Magento_Backend
"Root Category",根類別,module,Magento_Backend
"Default Store View",默認店鋪視圖,module,Magento_Backend
"Store View Information",店鋪視圖信息,module,Magento_Backend
Code,代碼,module,Magento_Backend
Status,狀態,module,Magento_Backend
Disabled,禁用,module,Magento_Backend
Enabled,啟動,module,Magento_Backend
"Sort Order",排序,module,Magento_Backend
"Web Site Information",網站信息,module,Magento_Backend
"Default Store",默認存儲,module,Magento_Backend
"Set as Default",設置為默認,module,Magento_Backend
Stores,商店,module,Magento_Backend
"Create Website",創建網站,module,Magento_Backend
"Create Store",創建店鋪,module,Magento_Backend
"Create Store View",創建店鋪視圖,module,Magento_Backend
Home,主頁,module,Magento_Backend
Reset,重置,module,Magento_Backend
"Are you sure you want to do this?",您確認要這麼做麼？ ,module,Magento_Backend
"Add New Image",添加新的圖片,module,Magento_Backend
"Export block for grid %1 is not defined","網格 %1 導出的塊頁面未定義",module,Magento_Backend
"Reset Filter",重置篩選器,module,Magento_Backend
Search,搜索,module,Magento_Backend
Any,任何,module,Magento_Backend
"All Countries",所有國家,module,Magento_Backend
From,從,module,Magento_Backend
To,至,module,Magento_Backend
"Date selector",日期選擇器,module,Magento_Backend
"[ deleted ]","[ 已刪除 ]",module,Magento_Backend
"Select All",選擇全部,module,Magento_Backend
"We couldn't find any records.",我們找不到任何記錄。 ,module,Magento_Backend
"Add New",添加,module,Magento_Backend
"Invalid export type supplied for grid export block",網格塊頁面導出類型無效,module,Magento_Backend
Export,導出,module,Magento_Backend
"Please correct the column format and try again.",請更正列格式，再試一次。 ,module,Magento_Backend
"Please select items.",請選擇產品,module,Magento_Backend
Submit,提交,module,Magento_Backend
"Unknown block type",未知塊頁麵類型,module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empty","請更正選項卡配置，然後重試。選項卡 Id 不應為空",module,Magento_Backend
"Please correct the tab configuration and try again.",請更正選項卡配置，然後重試。 ,module,Magento_Backend
"You have logged out.",您已登出。 ,module,Magento_Backend
"Specified cache type(s) don't exist: %1","指定緩存類型不存在: %1",module,Magento_Backend
"The image cache was cleaned.",圖片緩存被清除了。 ,module,Magento_Backend
"An error occurred while clearing the image cache.",清除圖片緩存時出錯。 ,module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","JavaScript 和 CSS 緩存已清理。",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","清除的 JavaScript 和 CSS 緩存時出錯。",module,Magento_Backend
"The static files cache has been cleaned.",靜態文件緩存已清理。 ,module,Magento_Backend
"You flushed the cache storage.",你已刷新緩存存儲。 ,module,Magento_Backend
"The Magento cache storage has been flushed.","Magento 緩存存儲已被刷新。",module,Magento_Backend
"Cache Management",緩存管理,module,Magento_Backend
"%1 cache type(s) disabled.","%1 緩存類型禁用。",module,Magento_Backend
"An error occurred while disabling cache.",禁用緩存時出錯。 ,module,Magento_Backend
"%1 cache type(s) enabled.","啟用 %1 緩存類型。",module,Magento_Backend
"An error occurred while enabling cache.",啟用緩存時出錯。 ,module,Magento_Backend
"%1 cache type(s) refreshed.","%1 緩存類型刷新。",module,Magento_Backend
"An error occurred while refreshing cache.",刷新緩存時出錯。 ,module,Magento_Backend
Dashboard,控制面板,module,Magento_Backend
"We updated lifetime statistic.",已更新周期統計。 ,module,Magento_Backend
"We can't refresh lifetime statistics.",我們不能刷新生存時間統計。 ,module,Magento_Backend
"invalid request",無效請求,module,Magento_Backend
"see error log for details",請參閱錯誤日誌裡的詳細信息,module,Magento_Backend
"Service unavailable: %1","服務不可用: %1",module,Magento_Backend
Error,錯誤,module,Magento_Backend
"Access Denied.",訪問被拒絕。 ,module,Magento_Backend
"You need more permissions to do this.",你需要更多的權限來執行此操作。 ,module,Magento_Backend
"No search modules were registered",沒有註冊的搜索模塊,module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.",請確保所有的全局管理員搜索模塊已安裝並激活。 ,module,Magento_Backend
"You saved the account.",你已保存該帳戶。 ,module,Magento_Backend
"An error occurred while saving account.",保存帳戶時出錯。 ,module,Magento_Backend
"You deleted the design change.",你刪除設計更改。 ,module,Magento_Backend
"You can't delete the design change.",您不能刪除設計更改。 ,module,Magento_Backend
"Store Design",店鋪設計,module,Magento_Backend
"Edit Store Design Change",編輯店鋪設計更改,module,Magento_Backend
"You saved the design change.",你保存的設計更改。 ,module,Magento_Backend
System,系統,module,Magento_Backend
"Manage Stores",管理店鋪,module,Magento_Backend
"The database was backed up.",數據庫備份。 ,module,Magento_Backend
"We can't create a backup right now. Please try again later.",我們現在不能創建一個備份。請稍後再試。 ,module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (eg categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the % 1.","刪除%1 不會刪除與%1 (例如類別、 產品等)，相關的信息，但%1 將不能被恢復。建議在刪除%1 之前創建數據庫備份。",module,Magento_Backend
"Something went wrong. Please try again.",出了錯。請再試一次。 ,module,Magento_Backend
"This store cannot be deleted.",不能刪除此店鋪。 ,module,Magento_Backend
"You deleted the store.",已刪除店鋪。 ,module,Magento_Backend
"Unable to delete the store. Please try again later.",無法刪除店鋪。請稍後再試。 ,module,Magento_Backend
"This store view cannot be deleted.",不能刪除該店鋪視圖。 ,module,Magento_Backend
"Store View",店鋪視圖,module,Magento_Backend
"You deleted the store view.",你刪除了店鋪視圖。 ,module,Magento_Backend
"Unable to delete the store view. Please try again later.",無法刪除店鋪視圖。請稍後再試。 ,module,Magento_Backend
"This website cannot be deleted.",不能刪除此站點。 ,module,Magento_Backend
"You deleted the website.",您刪除該網站。 ,module,Magento_Backend
"Unable to delete the website. Please try again later.",不能刪除該網站。請稍後再試。 ,module,Magento_Backend
"The website does not exist.",該網站不存在。 ,module,Magento_Backend
"Before modifying the website code please make sure it is not used in index.php.","修改網站代碼前請確保它沒有應用在 index.php 中。",module,Magento_Backend
"The store does not exist",店鋪不存在,module,Magento_Backend
"Store view doesn't exist",店鋪視圖不存在,module,Magento_Backend
"Before modifying the store view code please make sure it is not used in index.php.","修改店鋪視圖代碼前請確保它沒有應用在 index.php 中。",module,Magento_Backend
"You saved the website.",你已保存網站。 ,module,Magento_Backend
"An inactive store view cannot be saved as default store view",處於非活動狀態店鋪視圖不能保存為默認店鋪視圖,module,Magento_Backend
"You saved the store.",你保存了店鋪。 ,module,Magento_Backend
"The default store cannot be disabled",不能禁用默認店鋪,module,Magento_Backend
"You saved the store view.",您已保存的店鋪視圖。 ,module,Magento_Backend
"Something went wrong while saving. Please review the error log.",保存時出錯。請查看錯誤日誌。 ,module,Magento_Backend
"Last 24 Hours","過去 24 小時內",module,Magento_Backend
"Last 7 Days","最近 7 天",module,Magento_Backend
"Current Month",當月,module,Magento_Backend
"Authentication storage is incorrect.",身份驗證存儲不正確。 ,module,Magento_Backend
"You did not sign in correctly or your account is temporarily disabled.",你不沒有正確登錄或您的帳戶被暫時禁用。 ,module,Magento_Backend
"Authentication error occurred.",發生身份驗證錯誤。 ,module,Magento_Backend
"Admin session lifetime must be less than or equal to 31536000 seconds (one year)","管理員會話生存期必須小於或等於 31536000 秒 （一年）",module,Magento_Backend
"Admin session lifetime must be greater than or equal to 60 seconds","管理員會話生存期必須大於或等於 60 秒",module,Magento_Backend
Order,訂單,module,Magento_Backend
"Order #%1","訂單 #%1",module,Magento_Backend
"Access denied",訪問被拒絕,module,Magento_Backend
"Please try to sign out and sign in again.",請嘗試註銷並重新登錄。 ,module,Magento_Backend
"If you continue to receive this message, please contact the store owner.",如果您繼續收到此消息，請聯繫店主。 ,module,Magento_Backend
"You need more permissions to access this.",你需要更多的權限來執行此操作。 ,module,Magento_Backend
"Welcome, please sign in",歡迎，請登錄,module,Magento_Backend
Username,用戶名,module,Magento_Backend
"user name",用戶名稱,module,Magento_Backend
Password,密碼,module,Magento_Backend
password,密碼,module,Magento_Backend
"Sign in",登錄,module,Magento_Backend
"Select Range:",選擇區域:,module,Magento_Backend
"No Data Found",找不到數據,module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","圖表被禁用。若要啟用圖表，請單擊<a href=""% 1""> 這裡</a>。",module,Magento_Backend
"Last Orders",最後的訂單,module,Magento_Backend
"Last Search Terms",最後一個搜索條件,module,Magento_Backend
"Top Search Terms",熱門搜索詞,module,Magento_Backend
"There are no search keywords.",沒有搜索關鍵字。 ,module,Magento_Backend
"View Statistics For:",查看統計信息為:,module,Magento_Backend
"All Websites",所有網站,module,Magento_Backend
"Reload Data",重新加載數據,module,Magento_Backend
"Browse Files...",瀏覽文件。 。 。 ,module,Magento_Backend
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","版權所有 %1 Magento 商務公司保留所有權利。",module,Magento_Backend
"ver. %1","%1 查看。",module,Magento_Backend
"Magento Admin Panel","Magento 管理面板",module,Magento_Backend
"Account Setting",帳戶設置,module,Magento_Backend
"Customer View",客戶視圖,module,Magento_Backend
"Sign Out",登出,module,Magento_Backend
"About the calendar",關於日曆,module,Magento_Backend
Close,關閉,module,Magento_Backend
"Go Today",選擇今天,module,Magento_Backend
Previous,上一個,module,Magento_Backend
Next,下一個,module,Magento_Backend
WK,週,module,Magento_Backend
Time,時間,module,Magento_Backend
Hour,小時,module,Magento_Backend
Minute,分鐘,module,Magento_Backend
"JavaScript may be disabled in your browser.","可能您的瀏覽器中禁用了 JavaScript。",module,Magento_Backend
"To use this website you must first enable JavaScript in your browser.","要使用本網站必須首先在您的瀏覽器啟用 JavaScript。",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.",這是只是一個演示的商店。您可以瀏覽並下訂單，但什麼都不會被處理。 ,module,Magento_Backend
"Report Bugs",報告錯誤,module,Magento_Backend
"Store View:",店鋪視圖,module,Magento_Backend
"Stores Configuration",店鋪配置,module,Magento_Backend
"Please confirm scope switching. All data that hasn't been saved will be lost.",請確認範圍開關。尚未保存的所有數據將都會丟失。 ,module,Magento_Backend
"Additional Cache Management",額外的緩存管理,module,Magento_Backend
"Flush Catalog Images Cache",刷新目錄圖片緩存,module,Magento_Backend
"Pregenerated product images files",預先產生產品圖片文件,module,Magento_Backend
"Flush JavaScript/CSS Cache","刷新 JavaScript 和 CSS 緩存",module,Magento_Backend
"Themes JavaScript and CSS files combined to one file","主題 JavaScript 和 CSS 文件合併到一個文件",module,Magento_Backend
"Flush Static Files Cache","刷新 靜態文件緩存",module,Magento_Backend
"Preprocessed view files and static files",預處理的視圖文件和靜態文件,module,Magento_Backend
Catalog,分類,module,Magento_Backend
JavaScript/CSS,"JavaScript 和 CSS",module,Magento_Backend
"JavaScript/CSS Cache","JavaScript 和 CSS 緩存",module,Magento_Backend
"No records found.",未找到記錄,module,Magento_Backend
Images,圖片,module,Magento_Backend
"Big Image",大圖片,module,Magento_Backend
Thumbnail,縮略圖,module,Magento_Backend
"Additional Settings",附加設置,module,Magento_Backend
"records found",找到的記錄,module,Magento_Backend
selected,已選擇,module,Magento_Backend
"per page",每頁,module,Magento_Backend
"Previous page",前一頁,module,Magento_Backend
"of %1",%1,module,Magento_Backend
"Next page",下頁,module,Magento_Backend
"Export to:",導出到:,module,Magento_Backend
Actions,動作,module,Magento_Backend
"Mass Actions",批量操作,module,Magento_Backend
"Unselect All",取消全選,module,Magento_Backend
"Select Visible",選擇可見,module,Magento_Backend
"Unselect Visible",取消選擇可見,module,Magento_Backend
"Changes have been made to this section that have not been saved.",針對此部分的更改操作尚未保存。 ,module,Magento_Backend
"This tab contains invalid data. Please resolve this before saving.",此選項卡包含無效數據。請在保存前解決此問題。 ,module,Magento_Backend
"The information in this tab has been changed.",此選項卡中的信息已更改。 ,module,Magento_Backend
Loading...,"加載 。。。",module,Magento_Backend
"System Backup",系統備份,module,Magento_Backup
"Database and Media Backup",數據庫和備份媒體,module,Magento_Backup
"Database Backup",數據庫備份,module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","歸檔文件可以壓縮與<a href=""%1"">%2< /a> 在Windows 系統上。",module,Magento_Backup
"You need more permissions to activate maintenance mode right now.",你需要更多的權限，現在激活維護模式。 ,module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","若要創建備份，請取消選擇""置於維護模式存儲""，或更新您的權限。" ,module,Magento_Backup
"Something went wrong while putting your store into maintenance mode.",將您的存儲區置於維護模式時，出了錯。 ,module,Magento_Backup
"You need more free space to create a backup.",你需要更多的可用空間來創建備份。 ,module,Magento_Backup
"You need more permissions to create a backup.",你需要更多的權限來創建一個備份。 ,module,Magento_Backup
"We can't create the backup right now.",我們現在無法創建備份。 ,module,Magento_Backup
Backups,備份,module,Magento_Backup
System,系統,module,Magento_Backup
Tools,工具,module,Magento_Backup
Backup,備份,module,Magento_Backup
"We can't delete one or more backups.",我們不能刪除一個或多個備份。 ,module,Magento_Backup
failed,失敗,module,Magento_Backup
successful,成功,module,Magento_Backup
"You deleted the selected backup(s).","刪除所選的 backup(s)。",module,Magento_Backup
"Can't load snapshot archive",無法加載快照存檔,module,Magento_Backup
"Please correct the password.",請更正密碼。 ,module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","若要完成回滾，請取消選擇""置於維護模式存儲""或更新您的權限。" ,module,Magento_Backup
"We can't find the backup file.",我們找不到備份文件。 ,module,Magento_Backup
"We can't connect to the FTP right now.","我們現在無法連接到 FTP。",module,Magento_Backup
"Failed to validate FTP.","驗證 FTP 失敗。",module,Magento_Backup
"You need more permissions to perform a rollback.",你需要更多的權限，無法執行回退。 ,module,Magento_Backup
"Failed to rollback.",無法回退。 ,module,Magento_Backup
Database,數據庫,module,Magento_Backup
"Database and Media",數據庫和媒體,module,Magento_Backup
"System (excluding Media)","系統 (不含介質)",module,Magento_Backup
"You created the system backup.",您創建的系統備份。 ,module,Magento_Backup
"You created the system backup (excluding media).","創建系統備份 (不包括媒體)。",module,Magento_Backup
"You created the database and media backup.",您創建了數據庫和媒體備份。 ,module,Magento_Backup
"You created the database backup.",您創建的數據庫備份。 ,module,Magento_Backup
"Please correct the order of creation for a new backup.",請按正確的順序創建新的備份。 ,module,Magento_Backup
"The backup file does not exist.",備份文件不存在。 ,module,Magento_Backup
"The backup file path was not specified.",未指定備份文件路徑。 ,module,Magento_Backup
"The backup file ""%1"" does not exist.","不存在備份文件""%1""。",module,Magento_Backup
"Sorry, but we cannot read from or write to backup file ""%1"".","抱歉，但我們不能讀取或寫入備份文件""%1""。",module,Magento_Backup
"The backup file handler was unspecified.",未指定備份文件處理程序。 ,module,Magento_Backup
"Something went wrong while writing to the backup file ""%1"".","在寫入備份文件""%1""，出了錯。",module,Magento_Backup
"We can't save the Cron expression.",我們不能保存貨幣表達式,module,Magento_Backup
"You will lose any data created since the backup was made, including admin users, customers and orders.","您將丟失所有數據創建備份自從了以後，包括管理員用戶、 客戶和訂單。",module,Magento_Backup
"Are you sure you want to continue?",你確定要繼續嗎?,module,Magento_Backup
"This may take a few moments.",這可能需要幾分鐘。 ,module,Magento_Backup
"Be sure your store is in maintenance mode during backup.",請確保您的存儲在備份過程中處於維護模式。 ,module,Magento_Backup
"Backup Name",備份名稱,module,Magento_Backup
"Please use only letters (az or AZ), numbers (0-9) or spaces in this field.","請在此字段中使用唯一的字母(a 到z 或A 到Z)，數字(0-9 ) 或空格。",module,Magento_Backup
"Maintenance mode",維護模式,module,Magento_Backup
"Please put your store into maintenance mode during backup.",請在備份過程中，把您的商店進入維護模式。 ,module,Magento_Backup
Exclude,排除,module,Magento_Backup
"Exclude media folder from backup",從備份中排除媒體文件夾,module,Magento_Backup
"Please enter the password to confirm rollback.",請輸入密碼以確認回退。 ,module,Magento_Backup
"This action cannot be undone.",此操作無法撤消。 ,module,Magento_Backup
"User Password",用戶密碼,module,Magento_Backup
"Please put your store into maintenance mode during rollback processing.",請在回退處理過程中，把您的商店進入維護模式。 ,module,Magento_Backup
"Use FTP Connection","使用 FTP 連接",module,Magento_Backup
"FTP credentials","FTP 憑據",module,Magento_Backup
"FTP Host","FTP 主機",module,Magento_Backup
"FTP Login","FTP 登錄",module,Magento_Backup
"FTP Password","FTP 密碼",module,Magento_Backup
